Organization Code,Orgnazation Name,Student Pct Minority,Year,% FREE AND REDUCED,K-12 COUNT,All Students Graduation Rate,Female Graduation Rate,Male Graduation Rate,Pupil/Teacher Ratio,Teacher Pct Minority,Teacher Count,Total FTE,Average Salary
1195,GARFIELD RE-2,0.4656,14,0.5377000000000001,4668,0.805,0.878,0.741,16.554000000000002,0.993127147766323,291,287.0,40255.85
1220,GARFIELD 16,0.4181,14,0.48840000000000006,952,0.75,0.857,0.643,17.137500000000003,1.0,60,58.6,38448.24
1330,GILPIN COUNTY RE-1,0.2214,14,0.2688,398,0.9470000000000001,0.9,1.0,12.065000000000001,0.972972972972973,37,35.9,43409.86
1350,EAST GRAND 2,0.16469999999999999,14,0.2985,1236,0.855,0.941,0.7859999999999999,12.892,0.9797979797979798,99,94.1,45016.05
1360,GUNNISON WATERSHED RE1J,0.1975,14,0.2526,1849,0.871,0.93,0.809,19.684285714285718,1.0,132,129.2,45228.29
1380,HINSDALE COUNTY RE 1,0.125,14,0.3333,87,1.0,1.0,1.0,7.6,1.0,10,11.3,28812.39
1390,HUERFANO RE-1,0.6965,14,0.8254,504,0.741,0.75,0.733,12.026666666666666,1.0,44,44.1,33680.91
1400,LA VETA RE-2,0.2791,14,0.5867,196,0.909,0.857,1.0,11.25,1.0,20,19.3,38493.45
1420,JEFFERSON COUNTY R-1,0.3285,14,0.3177,83613,0.8290000000000001,0.863,0.7979999999999999,23.34435582822086,0.9867494824016563,4830,4724.3,54100.42
1430,EADS RE-1,0.13140000000000002,14,0.3987,153,1.0,1.0,1.0,8.966666666666667,1.0,22,20.4,32812.07
1440,PLAINVIEW RE-2,0.0455,14,0.5161,62,0.6,0.6,0.0,6.225,1.0,10,10.6,32323.53
1450,ARRIBA-FLAGLER C-20,0.13849999999999998,14,0.515,167,1.0,1.0,1.0,11.35,1.0,18,17.2,37255.88
1460,HI-PLAINS R-23,0.2703,14,0.6531,98,1.0,1.0,1.0,6.51,1.0,16,17.0,29716.54
1480,STRATTON R-4,0.217,14,0.6034,174,1.0,1.0,1.0,10.913333333333334,1.0,18,17.7,31448.62
1490,BETHUNE R-5,0.4103,14,0.7037,108,0.895,0.8,1.0,9.25,1.0,16,12.6,35922.54
1500,BURLINGTON RE-6J,0.45280000000000004,14,0.5934,701,0.825,0.92,0.75,14.676666666666668,0.9811320754716981,53,52.5,32905.19
1510,LAKE COUNTY R-1,0.7081000000000001,14,0.7505,982,0.767,0.8,0.737,25.5,1.0,57,56.5,36082.52
1520,DURANGO 9-R,0.2816,14,0.2916,4410,0.818,0.81,0.828,29.239166666666662,1.0,303,283.2,49246.33
1530,BAYFIELD 10 JT-R,0.20379999999999998,14,0.2943,1298,0.902,0.9109999999999999,0.892,14.94,1.0,91,88.8,45236.13
1540,IGNACIO 11 JT,0.6409999999999999,14,0.4475,791,0.8,0.8,0.8,11.903333333333334,1.0,66,66.2,40006.66
1550,POUDRE R-1,0.262,14,0.3161,28224,0.8170000000000001,0.851,0.7859999999999999,17.077222222222222,0.9966386554621849,1785,1675.3,51077.21
1560,THOMPSON R2-J,0.24789999999999998,14,0.3593,15588,0.745,0.79,0.7040000000000001,17.97878787878788,1.0,916,860.3,46886.32
1570,ESTES PARK R-3,0.27949999999999997,14,0.3655,1097,0.8859999999999999,0.902,0.87,17.4325,0.9888888888888889,90,81.8,44830.44
1580,TRINIDAD 1,0.7776000000000001,14,0.7023999999999999,1025,0.785,0.7909999999999999,0.778,16.5325,0.9166666666666666,60,62.6,43778.2
1590,PRIMERO REORGANIZED 2,0.060899999999999996,14,0.4946,186,0.9229999999999999,1.0,0.8,10.135,1.0,19,19.4,36660.28
1600,HOEHNE REORGANIZED 3,0.5179,14,0.3333,363,0.861,0.882,0.8420000000000001,16.06,1.0,23,22.6,36635.11
1620,AGUILAR REORGANIZED 6,0.6,14,0.8276,116,0.5,0.5,0.5,7.225,1.0,13,18.0,20808.56
1750,BRANSON REORGANIZED 82,0.35109999999999997,14,0.1889,450,0.625,0.733,0.444,14.665,1.0,26,25.2,39990.09
1760,KIM REORGANIZED 88,0.1875,14,0.619,42,0.5,0.5,0.0,4.855,1.0,10,11.1,22440.78
1780,GENOA-HUGO C113,0.076,14,0.5584,154,0.636,1.0,0.429,8.99,1.0,19,18.3,34020.31
1790,LIMON RE-4J,0.19329999999999997,14,0.3761,476,0.912,0.895,0.9329999999999999,14.915,1.0,33,31.9,33705.22
1810,KARVAL RE-23,0.0444,14,0.7692,39,0.5,0.5710000000000001,0.455,7.12,0.875,8,6.5,35895.32
1828,VALLEY RE-1,0.29309999999999997,14,0.47659999999999997,2098,0.833,0.784,0.882,42.54428571428571,0.9932885906040269,149,144.8,39367.71
1850,FRENCHMAN RE-3,0.1263,14,0.35869999999999996,184,1.0,1.0,1.0,10.645,1.0,19,18.6,36484.43
1860,BUFFALO RE-4J,0.12380000000000001,14,0.254,315,0.9620000000000001,0.9,1.0,13.985,1.0,23,22.7,40473.66
1870,PLATEAU RE-5,0.0565,14,0.34340000000000004,166,1.0,1.0,1.0,9.64,1.0,18,18.5,36065.06
1980,DE BEQUE 49JT,0.1457,14,0.4275,138,0.6,0.0,0.6,9.64,1.0,16,15.4,38019.84
1990,PLATEAU VALLEY 50,0.22219999999999998,14,0.2705,440,0.287,0.462,0.16399999999999998,15.1575,1.0,32,32.3,40826.84
2000,MESA COUNTY VALLEY 51,0.28600000000000003,14,0.426,21054,0.772,0.8140000000000001,0.7290000000000001,17.83021739130435,0.9969765684051398,1323,1289.0,44698.03
2010,CREEDE SCHOOL DISTRICT,0.1558,14,0.5974,77,1.0,1.0,1.0,6.22,1.0,12,12.4,33788.58
2020,MOFFAT COUNTY RE:NO 1,0.27399999999999997,14,0.42840000000000006,2005,0.846,0.852,0.8390000000000001,19.85285714285714,1.0,134,133.7,45943.13
2035,MONTEZUMA-CORTEZ RE-1,0.5109,14,0.6068,2678,0.5489999999999999,0.526,0.5710000000000001,38.37181818181818,1.0,171,168.6,41976.79
2055,DOLORES RE-4A,0.1809,14,0.4542,731,0.8640000000000001,0.95,0.792,13.916666666666666,1.0,53,52.4,36431.58
2070,MANCOS RE-6,0.3143,14,0.5788,425,0.852,0.846,0.857,13.030000000000001,1.0,35,35.0,34118.96
2180,MONTROSE COUNTY RE-1J,0.4355,14,0.5077,5812,0.757,0.856,0.664,16.735333333333333,1.0,372,367.8,44100.46
2190,WEST END RE-2,0.13140000000000002,14,0.569,239,0.727,0.667,0.8,11.343333333333334,1.0,25,24.6,34305.88
2395,BRUSH RE-2(J),0.5336,14,0.5755,1437,0.85,0.8420000000000001,0.86,16.705000000000002,1.0,92,88.6,37151.16
2405,FORT MORGAN RE-3,0.6716,14,0.6811,2970,0.7070000000000001,0.6970000000000001,0.7170000000000001,15.0425,1.0,201,205.2,38234.21
2505,WELDON VALLEY RE-20(J),0.1721,14,0.3134,217,0.917,1.0,0.875,14.61,0.9411764705882353,17,16.2,34761.61
2515,WIGGINS RE-50(J),0.31129999999999997,14,0.4874,517,0.971,0.929,1.0,17.37,1.0,32,32.2,37459.82
2520,EAST OTERO R-1,0.6883,14,0.7433,1309,0.76,0.7709999999999999,0.75,16.766666666666666,0.9876543209876543,81,76.1,37847.39
2530,ROCKY FORD R-2,0.7553,14,0.7985,779,0.784,0.821,0.7390000000000001,13.486666666666666,0.9508196721311475,61,59.3,35714.24
2535,MANZANOLA 3J,0.6531,14,0.7234,141,0.9440000000000001,1.0,0.909,8.47,1.0,19,17.5,33333.31
2540,FOWLER R-4J,0.2562,14,0.5398,402,0.909,0.9329999999999999,0.889,11.949999999999998,0.9714285714285714,35,34.3,35446.29
2560,CHERAW 31,0.2664,14,0.6179,212,0.889,1.0,0.833,13.01,1.0,17,17.2,34566.51
2570,SWINK 33,0.2792,14,0.433,351,0.9620000000000001,0.889,1.0,12.02,1.0,31,29.2,38820.88
2580,OURAY R-1,0.1518,14,0.37079999999999996,178,0.938,1.0,0.889,6.57,1.0,27,29.1,35727.2
2590,RIDGWAY R-2,0.1573,14,0.3175,337,0.8,0.909,0.7140000000000001,11.506666666666666,1.0,32,31.2,37991.63
2600,PLATTE CANYON 1,0.1681,14,0.30260000000000004,945,0.863,0.9329999999999999,0.8140000000000001,15.59666666666667,1.0,68,64.9,44097.7
2610,PARK COUNTY RE-2,0.1797,14,0.5229,568,0.889,1.0,0.8420000000000001,14.339999999999998,1.0,45,45.6,35723.33
2620,HOLYOKE RE-1J,0.4722,14,0.4739,593,0.8290000000000001,0.905,0.75,14.86,0.9777777777777777,45,44.9,34700.21
2630,HAXTUN RE-2J,0.10300000000000001,14,0.32549999999999996,298,0.9229999999999999,0.929,0.917,12.495000000000001,1.0,26,25.8,35175.79
2640,ASPEN 1,0.1424,14,0.052300000000000006,1703,0.993,1.0,0.987,22.34,1.0,144,136.6,53700.96
2650,GRANADA RE-1,0.7228,14,0.6117,188,0.846,0.75,1.0,10.045,1.0,21,20.2,34314.96
2660,LAMAR RE-2,0.5965,14,0.6653,1488,0.722,0.7040000000000001,0.7440000000000001,18.119999999999997,0.9811320754716981,106,102.8,39601.96
2670,HOLLY RE-3,0.5861,14,0.7409,274,0.895,1.0,0.857,12.15,1.0,24,24.3,33275.02
2680,WILEY RE-13 JT,0.264,14,0.5439,228,0.615,0.6,0.625,8.835,1.0,23,28.8,25171.35
2690,PUEBLO CITY 60,0.7434000000000001,14,0.7186,16969,0.7190000000000001,0.768,0.6709999999999999,17.97272727272727,0.9940417080436942,1007,1023.7,45682.4
2700,PUEBLO COUNTY 70,0.3994,14,0.4621,9035,0.833,0.9009999999999999,0.773,18.659166666666668,1.0,501,498.2,44264.01
2710,MEEKER RE1,0.18510000000000001,14,0.3558,638,0.948,0.9690000000000001,0.9229999999999999,15.829999999999998,1.0,41,38.9,42850.95
2720,RANGELY RE-4,0.1033,14,0.3757,503,0.9259999999999999,0.9229999999999999,0.929,14.495,1.0,34,32.7,38431.67
2730,DEL NORTE C-7,0.5971,14,0.6211,417,0.833,0.857,0.8,10.656666666666666,1.0,36,39.2,31078.17
2740,MONTE VISTA C-8,0.723,14,0.7159,1070,0.762,0.7609999999999999,0.763,17.083333333333332,1.0,73,74.0,37644.05
2750,SARGENT RE-33J,0.2995,14,0.3774,424,1.0,1.0,1.0,13.06,1.0,34,32.5,35095.2
2760,HAYDEN RE-1,0.1208,14,0.413,385,0.9640000000000001,1.0,0.938,10.623333333333333,1.0,38,38.0,47108.95
2770,STEAMBOAT SPRINGS RE-2,0.15560000000000002,14,0.1673,2468,0.9109999999999999,0.958,0.855,13.783333333333333,1.0,167,165.3,48389.92
2780,SOUTH ROUTT RE 3,0.09970000000000001,14,0.38689999999999997,367,0.818,0.625,0.929,13.58,1.0,35,34.2,38600.02
2790,MOUNTAIN VALLEY RE 1,0.3116,14,0.6905,126,0.778,0.75,0.8,8.823333333333334,1.0,16,16.0,29914.4
2800,MOFFAT 2,0.2041,14,0.8167,180,0.909,0.833,1.0,8.540000000000001,1.0,21,23.7,28711.62
2810,CENTER 26 JT,0.9183,14,0.9262,610,0.7440000000000001,0.667,0.7859999999999999,19.455999999999996,1.0,46,44.8,36593.22
2820,SILVERTON 1,0.3387,14,0.5645,62,0.8,0.0,0.8,4.8133333333333335,1.0,11,12.5,27912.69
2830,TELLURIDE R-1,0.20379999999999998,14,0.2394,873,0.938,0.9390000000000001,0.935,13.003333333333332,1.0,77,70.2,51178.1
2840,NORWOOD R-2J,0.12890000000000001,14,0.47009999999999996,268,0.929,0.8,1.0,13.2,1.0,27,21.6,41374.22
2862,JULESBURG RE-1,0.2607,14,0.42560000000000003,766,0.21,0.21600000000000003,0.203,18.866666666666667,1.0,42,37.5,42977.04
3000,SUMMIT RE-1,0.3862,14,0.33630000000000004,3194,0.8959999999999999,0.94,0.862,12.802999999999997,1.0,224,205.2,53924.65
3010,CRIPPLE CREEK-VICTOR RE-1,0.16670000000000001,14,0.5832999999999999,324,0.593,0.7859999999999999,0.385,13.395,1.0,29,29.1,35415.32
3020,WOODLAND PARK RE-2,0.15109999999999998,14,0.3333,2379,0.755,0.807,0.71,17.298000000000002,1.0,144,144.0,40211.85
3030,AKRON R-1,0.2353,14,0.47369999999999995,342,0.958,1.0,0.857,10.985,1.0,26,31.3,29986.38
3040,ARICKAREE R-2,0.3271,14,0.5769,104,1.0,1.0,1.0,7.445,0.9333333333333333,15,14.4,28054.6
3050,OTIS R-3,0.1106,14,0.4692,211,0.813,0.6,0.909,11.77,1.0,21,19.1,32753.25
3060,LONE STAR 101,0.009399999999999999,14,0.3679,106,1.0,1.0,1.0,6.303333333333334,1.0,17,17.8,25227.54
3070,WOODLIN R-104,0.098,14,0.5978,92,0.8,0.667,1.0,9.135,1.0,13,11.1,24323.02
3080,WELD COUNTY RE-1,0.5954999999999999,14,0.5821000000000001,1876,0.88,0.956,0.818,14.006666666666666,0.9925925925925926,135,137.9,42057.86
3085,EATON RE-2,0.2652,14,0.3582,1904,0.9059999999999999,0.8959999999999999,0.914,16.824,0.9913793103448276,116,112.3,44302.86
3100,WINDSOR RE-4,0.1923,14,0.1801,4959,0.917,0.953,0.88,17.136666666666667,0.9935483870967742,310,302.2,46501.11
3110,JOHNSTOWN-MILLIKEN RE-5J,0.32799999999999996,14,0.3056,3603,0.755,0.831,0.695,19.71666666666667,1.0,190,189.3,49025.82
3120,GREELEY 6,0.6559999999999999,14,0.6193,21183,0.778,0.802,0.7559999999999999,18.817999999999998,0.9991518235793045,1179,1155.5,46758.55
3130,PLATTE VALLEY RE-7,0.3348,14,0.44549999999999995,1129,0.917,0.9309999999999999,0.903,14.106666666666667,1.0,82,79.9,44156.08
3140,WELD COUNTY S/D RE-8,0.7462000000000001,14,0.731,2171,0.7929999999999999,0.836,0.753,16.875999999999998,0.9861111111111112,144,140.6,45678.61
3145,AULT-HIGHLAND RE-9,0.37189999999999995,14,0.4678,761,0.925,0.846,1.0,13.226666666666667,1.0,60,58.3,36836.89
3146,BRIGGSDALE RE-10,0.1243,14,0.3436,163,1.0,1.0,1.0,10.309999999999999,1.0,17,17.1,36587.69
3147,PRAIRIE RE-11,0.1105,14,0.2787,183,0.9229999999999999,1.0,0.889,10.79,1.0,20,17.6,40807.11
3148,PAWNEE RE-12,0.11109999999999999,14,0.31579999999999997,76,1.0,1.0,1.0,4.13,1.0,16,19.6,25991.69
3200,YUMA 1,0.5328,14,0.5907,777,0.91,0.879,0.941,20.857499999999998,1.0,64,64.7,39754.28
3210,WRAY RD-2,0.2872,14,0.5357,644,0.8909999999999999,0.9440000000000001,0.857,13.966666666666667,1.0,49,49.2,35145.11
3220,IDALIA RJ-3,0.2786,14,0.5814,172,1.0,1.0,1.0,11.545,1.0,19,16.7,35635.42
3230,LIBERTY J-4,0.125,14,0.2877,73,1.0,1.0,1.0,19.19,1.0,5,4.9,34846.87
9030,MOUNTAIN BOCES,0.39020000000000005,14,0.0,123,0.655,0.677,0.63,13.28,1.0,115,103.5,44775.05
9035,CENTENNIAL BOCES,0.5152,14,0.0,165,0.402,0.474,0.327,17.925,1.0,16,16.0,26939.01
9050,SAN JUAN BOCES,0.1739,14,0.0,46,0.188,0.111,0.28600000000000003,17.59,1.0,27,7.8,40487.15
9130,EXPEDITIONARY BOCES,0.2372,14,0.0,392,0.889,1.0,0.667,12.2,1.0,29,32.1,29298.86
9170,COLORADO DIGITAL BOCES,0.3481,14,0.0,1698,0.24100000000000002,0.294,0.16699999999999998,45.435,1.0,40,38.6,35845.42
8001,CHARTER SCHOOL INSTITUTE,0.5256000000000001,14,0.4447,13878,0.43200000000000005,0.475,0.377,19.850588235294115,0.9921773142112125,767,741.9,36695.14
10,MAPLETON 1,0.6855,13,0.6584,7983,0.478,0.557,0.39899999999999997,19.566,0.1253012048192771,415,414.6,48421.43
20,ADAMS 12 FIVE STAR SCHOOLS,0.45640000000000003,13,0.38079999999999997,41333,0.737,0.76,0.7140000000000001,19.67056603773585,0.10343290236290681,2243,2092.7,54052.54
30,ADAMS COUNTY 14,0.8684000000000001,13,0.8328,6991,0.594,0.643,0.544,17.003636363636364,0.15011037527593818,453,436.1,48769.84
50,BENNETT 29J,0.2606,13,0.35009999999999997,954,0.843,0.882,0.8059999999999999,18.406666666666666,0.03389830508474578,59,52.8,37966.55
60,STRASBURG 31J,0.1558,13,0.22949999999999998,1002,0.815,0.8390000000000001,0.794,15.3125,0.0,62,57.1,40565.87
70,WESTMINSTER 50,0.8227,13,0.7995,9597,0.64,0.711,0.568,17.591578947368422,0.16637781629116122,577,541.0,56743.8
100,ALAMOSA RE-11J,0.6916,13,0.7331,2046,0.813,0.836,0.795,15.635,0.3553719008264463,121,118.4,44704.51
110,SANGRE DE CRISTO RE-22J,0.3796,13,0.5613,310,0.9520000000000001,0.909,1.0,12.325,0.13793103448275867,29,26.5,34247.62
120,ENGLEWOOD 1,0.47619999999999996,13,0.5904,2627,0.55,0.634,0.47100000000000003,14.04625,0.042654028436018954,211,187.8,52992.55
123,SHERIDAN 2,0.8445999999999999,13,0.8768,1421,0.402,0.429,0.375,20.869999999999997,0.08510638297872342,94,86.8,48866.69
130,CHERRY CREEK 5,0.44780000000000003,13,0.2622,52560,0.8740000000000001,0.9229999999999999,0.828,18.042758620689657,0.12054707379134855,3144,2984.6,63209.9
140,LITTLETON 6,0.25170000000000003,13,0.2097,15166,0.9209999999999999,0.94,0.904,18.444545454545455,0.0595647193585338,873,843.7,59400.99
170,DEER TRAIL 26J,0.1818,13,0.5032,157,0.875,0.833,0.9,9.52,0.0,23,18.7,37069.24
180,ADAMS-ARAPAHOE 28J,0.8201,13,0.6801999999999999,39135,0.526,0.5720000000000001,0.48200000000000004,19.401636363636364,0.15775401069518713,2244,2092.8,52929.72
190,BYERS 32J,0.1963,13,0.47259999999999996,603,0.946,1.0,0.905,19.903333333333332,0.0,51,36.1,38244.47
220,ARCHULETA COUNTY 50 JT,0.3643,13,0.5011,1323,0.833,0.9,0.7809999999999999,15.616666666666667,0.07777777777777772,90,85.1,44595.74
230,WALSH RE-1,0.22440000000000002,13,0.5522,134,1.0,1.0,1.0,10.885,0.0,17,14.4,34634.89
240,PRITCHETT RE-3,0.2642,13,0.617,47,1.0,0.0,1.0,4.796666666666667,0.0,15,12.0,24383.31
250,SPRINGFIELD RE-4,0.1773,13,0.6475,261,0.96,1.0,0.9329999999999999,9.405,0.0714285714285714,28,32.2,30196.74
260,VILAS RE-5,0.2205,13,0.7339,124,0.33299999999999996,0.36,0.294,12.909999999999998,0.15384615384615385,13,10.4,33591.82
270,CAMPO RE-6,0.0909,13,0.6905,42,1.0,0.0,1.0,4.8149999999999995,0.08333333333333337,12,8.6,29666.67
290,LAS ANIMAS RE-1,0.4797,13,0.7828,442,0.857,0.941,0.8,15.533333333333331,0.1470588235294118,34,29.2,36883.21
310,MC CLAVE RE-2,0.015,13,0.6024,249,0.875,0.875,0.875,12.16,0.03125,32,22.0,34721.27
470,ST VRAIN VALLEY RE 1J,0.3505,13,0.37450000000000006,28914,0.8290000000000001,0.867,0.7909999999999999,33.9044,0.07914943886591852,1693,1617.0,49643.7
480,BOULDER VALLEY RE 2,0.2993,13,0.18280000000000002,29663,0.909,0.943,0.878,17.45,0.11024033437826541,1914,1690.8,65999.66
490,BUENA VISTA R-31,0.1612,13,0.3962,906,0.7390000000000001,0.7609999999999999,0.7170000000000001,13.3625,0.06756756756756754,74,61.8,42380.99
500,SALIDA R-32,0.18280000000000002,13,0.42950000000000005,1106,0.897,0.9520000000000001,0.833,13.566000000000003,0.0714285714285714,84,80.6,41504.18
510,KIT CARSON R-1,0.1491,13,0.4474,114,1.0,1.0,1.0,8.095,0.16666666666666663,18,14.1,36088.88
520,CHEYENNE COUNTY RE-5,0.18989999999999999,13,0.4375,160,1.0,1.0,1.0,9.796666666666667,0.1071428571428571,28,18.0,35945.53
540,CLEAR CREEK RE-1,0.12689999999999999,13,0.2836,864,0.81,0.857,0.767,13.65,0.025000000000000022,80,78.8,38717.78
550,NORTH CONEJOS RE-1J,0.6109,13,0.6448,1005,0.9420000000000001,0.953,0.93,15.943999999999999,0.30666666666666664,75,71.4,41535.17
560,SANFORD 6J,0.33159999999999995,13,0.5241,374,0.867,1.0,0.667,15.57,0.2068965517241379,29,25.3,39590.19
580,SOUTH CONEJOS RE-10,0.8976999999999999,13,0.614,215,0.9229999999999999,0.75,1.0,9.790000000000001,0.7241379310344828,29,23.4,39893.64
640,CENTENNIAL R-1,0.9037999999999999,13,0.8704999999999999,193,0.8640000000000001,0.9,0.833,8.49,0.782608695652174,23,24.2,36509.16
740,SIERRA GRANDE R-30,0.8242,13,0.8593999999999999,256,1.0,1.0,1.0,11.33,0.5454545454545454,22,22.6,37984.13
770,CROWLEY COUNTY RE-1-J,0.4353,13,0.6964,448,0.882,1.0,0.789,14.950000000000001,0.08823529411764708,34,30.3,36108.55
860,CUSTER COUNTY SCHOOL DISTRICT C-1,0.0852,13,0.5119,379,0.889,0.81,1.0,13.43,0.024390243902439046,41,30.4,34536.87
870,DELTA COUNTY 50(J),0.257,13,0.5006,4810,0.84,0.856,0.825,16.81235294117647,0.04923076923076919,325,292.6,39350.6
880,DENVER COUNTY 1,0.7878000000000001,13,0.725,81031,0.613,0.672,0.557,16.49659340659341,0.14930742939377584,5559,5366.3,49345.15
890,DOLORES COUNTY RE NO.2,0.0444,13,0.4569,267,0.867,1.0,0.8,12.423333333333332,0.0,25,20.9,37438.52
900,DOUGLAS COUNTY RE 1,0.2433,13,0.1245,64421,0.888,0.92,0.858,21.473928571428573,0.059821685360943344,3477,3271.4,50652.96
910,EAGLE COUNTY RE 50,0.539,13,0.4172,6278,0.72,0.741,0.701,15.968333333333334,0.07641921397379914,458,419.0,46915.96
920,ELIZABETH C-1,0.1423,13,0.1981,2504,0.865,0.9209999999999999,0.813,16.98,0.02580645161290318,155,145.8,37836.81
930,KIOWA C-2,0.1483,13,0.41009999999999996,317,0.9390000000000001,0.917,0.9520000000000001,12.100000000000001,0.0,36,28.2,32902.0
940,BIG SANDY 100J,0.1447,13,0.5329,289,0.818,0.846,0.778,11.479999999999999,0.023255813953488413,43,27.4,39287.64
950,ELBERT 200,0.0859,13,0.2609,184,0.9440000000000001,0.875,1.0,9.620000000000001,0.07999999999999996,25,20.7,36555.5
960,AGATE 300,0.0833,13,0.5,12,0.0,0.0,0.0,5.57,0.0,3,2.2,33994.8
970,CALHAN RJ-1,0.1229,13,0.40979999999999994,449,0.977,0.96,1.0,15.709999999999999,0.046511627906976716,43,30.4,36100.18
980,HARRISON 2,0.7147,13,0.7127,11179,0.775,0.833,0.7190000000000001,16.24083333333333,0.13832853025936598,694,689.0,41688.3
990,WIDEFIELD 3,0.478,13,0.3895,8904,0.813,0.8490000000000001,0.778,16.592,0.15162454873646214,554,535.8,43751.36
1000,FOUNTAIN 8,0.5049,13,0.4818,7717,0.8,0.838,0.7609999999999999,15.781666666666668,0.14313346228239843,517,499.9,45770.16
1010,COLORADO SPRINGS 11,0.4722,13,0.5715,27714,0.66,0.71,0.612,16.200350877192985,0.13905817174515234,1805,1709.6,45255.64
1020,CHEYENNE MOUNTAIN 12,0.2647,13,0.1605,4978,0.9540000000000001,0.9790000000000001,0.935,15.172000000000002,0.06285714285714283,350,344.9,43010.69
1030,MANITOU SPRINGS 14,0.1459,13,0.2597,1440,0.9359999999999999,1.0,0.8809999999999999,15.572500000000002,0.020618556701030966,97,90.8,41157.88
1040,ACADEMY 20,0.2551,13,0.1321,24130,0.914,0.938,0.89,16.31875,0.08130081300813008,1599,1463.7,45688.98
1050,ELLICOTT 22,0.35810000000000003,13,0.6724,876,0.9059999999999999,1.0,0.792,15.036666666666667,0.02985074626865669,67,63.6,36642.21
1060,PEYTON 23 JT,0.15839999999999999,13,0.3287,581,0.927,0.963,0.893,15.74,0.025000000000000022,40,39.1,36323.85
1070,HANOVER 28,0.3386,13,0.6889,225,0.875,0.857,0.889,13.844999999999999,0.0625,16,16.0,40750.0
1080,LEWIS-PALMER 38,0.1863,13,0.0955,6039,0.917,0.93,0.9059999999999999,17.24111111111111,0.07052896725440805,397,349.7,45952.86
1110,FALCON 49,0.3917,13,0.3037,18580,0.899,0.932,0.872,21.26181818181818,0.08975712777191125,947,914.3,41440.15
1120,EDISON 54 JT,0.1361,13,0.38799999999999996,183,0.486,0.4,0.55,26.263333333333335,0.0,15,11.3,36964.67
1130,MIAMI/YODER 60 JT,0.22149999999999997,13,0.6113000000000001,283,0.889,1.0,0.857,14.053333333333333,0.05405405405405406,37,22.2,33476.14
1140,CANON CITY RE-1,0.1748,13,0.5414,3650,0.7120000000000001,0.765,0.669,18.73,0.04184100418410042,239,226.8,44659.62
1150,FREMONT RE-2,0.2069,13,0.5434,1450,0.8320000000000001,0.86,0.807,16.455,0.1030927835051546,97,88.0,39403.47
1160,COTOPAXI RE-3,0.1185,13,0.5672,201,1.0,1.0,1.0,11.9,0.0,21,17.9,38214.44
1180,ROARING FORK RE-1,0.551,13,0.39990000000000003,5407,0.7859999999999999,0.848,0.746,15.421666666666669,0.07880434782608692,368,348.8,47517.52
1195,GARFIELD RE-2,0.45159999999999995,13,0.5433,4646,0.7929999999999999,0.818,0.774,16.828,0.044520547945205435,292,283.3,42094.44
1220,GARFIELD 16,0.4029,13,0.5115,958,0.73,0.8,0.6729999999999999,17.17,0.0,62,59.0,43974.53
1330,GILPIN COUNTY RE-1,0.228,13,0.2895,380,0.882,0.875,0.889,12.245000000000001,0.025000000000000022,40,34.0,43237.84
1340,WEST GRAND 1-JT.,0.2659,13,0.35229999999999995,440,0.826,0.9229999999999999,0.7,12.236666666666666,0.0,42,36.8,39463.54
1350,EAST GRAND 2,0.15109999999999998,13,0.3256,1207,0.825,0.813,0.8370000000000001,11.918,0.037735849056603765,106,98.7,44009.67
1360,GUNNISON WATERSHED RE1J,0.20170000000000002,13,0.2644,1861,0.8320000000000001,0.868,0.7959999999999999,16.842,0.021126760563380254,142,134.0,44208.53
1380,HINSDALE COUNTY RE 1,0.0875,13,0.29410000000000003,68,1.0,0.0,1.0,7.67,0.0,10,9.5,38584.0
1390,HUERFANO RE-1,0.7123,13,0.8062999999999999,475,0.75,0.722,0.773,11.62,0.32558139534883723,43,43.0,35459.42
1400,LA VETA RE-2,0.3246,13,0.5598,184,0.875,0.818,0.9229999999999999,10.005,0.09090909090909094,22,19.1,37151.55
1410,NORTH PARK R-1 ,0.2347,13,0.5729,192,0.9,1.0,0.833,11.585,0.04761904761904767,21,19.8,38334.72
1420,JEFFERSON COUNTY R-1,0.32549999999999996,13,0.3375,82942,0.815,0.8590000000000001,0.773,18.3978125,0.09408075264602112,5102,4785.5,55612.66
1430,EADS RE-1,0.0331,13,0.4904,157,0.9,1.0,0.857,9.01,0.06896551724137934,29,20.3,33909.41
1440,PLAINVIEW RE-2,0.0694,13,0.4844,64,0.8,1.0,0.75,6.779999999999999,0.07692307692307687,13,10.6,32361.48
1450,ARRIBA-FLAGLER C-20,0.1444,13,0.5297999999999999,168,1.0,1.0,1.0,9.993333333333334,0.0,31,18.2,35842.42
1460,HI-PLAINS R-23,0.21489999999999998,13,0.6132,106,1.0,1.0,1.0,7.46,0.0,19,16.3,32985.08
1480,STRATTON R-4,0.2043,13,0.56,150,0.857,1.0,0.8,9.906666666666666,0.0,32,17.7,31402.48
1490,BETHUNE R-5,0.3788,13,0.6748000000000001,123,0.889,0.5,1.0,9.14,0.045454545454545414,22,14.7,36416.53
1500,BURLINGTON RE-6J,0.4263,13,0.4757,742,0.922,0.917,0.9259999999999999,15.5,0.10909090909090913,55,52.5,33951.54
1510,LAKE COUNTY R-1,0.7234,13,0.733,1000,0.765,0.821,0.725,19.9225,0.015151515151515138,66,58.8,36461.07
