County Code,County Name,District Code,District Name,School  Code,School Name,PK-12 Student Enrollment,Teacher FTE,Pupil/Teacher Ratio,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,1876,CORONADO ELEMENTARY SCHOOL,601,28.91,20.79,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,1880,COMPASS MONTESSORI - GOLDEN CHARTER SCHOOL,404,19.95,20.25,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,1886,CONIFER SENIOR HIGH SCHOOL,781,42.05,18.57,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,1976,CREIGHTON MIDDLE SCHOOL,705,40.50,17.41,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,2093,DAKOTA RIDGE SENIOR HIGH SCHOOL,1509,77.24,19.54,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,2120,D'EVELYN JUNIOR/SENIOR HIGH SCHOOL,1022,48.68,20.99,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,2130,DEER CREEK MIDDLE SCHOOL,678,34.00,19.94,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,2194,DEVINNY ELEMENTARY SCHOOL,543,30.75,17.66,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,2288,DRAKE JUNIOR HIGH SCHOOL,685,32.84,20.86,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,2300,DUNSTAN MIDDLE SCHOOL,626,31.57,19.83,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,2322,DUTCH CREEK ELEMENTARY SCHOOL,313,16.83,18.59,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,2496,EDGEWATER ELEMENTARY SCHOOL,508,30.33,16.75,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,2550,EIBER ELEMENTARY SCHOOL,400,29.84,13.40,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,2616,ELK CREEK ELEMENTARY SCHOOL,317,15.55,20.39,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,2799,EXCEL ACADEMY CHARTER SCHOOL,517,28.09,18.40,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,2820,EVERITT MIDDLE SCHOOL,425,27.00,15.74,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,2832,EVERGREEN MIDDLE SCHOOL,712,36.00,19.78,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,2836,EVERGREEN HIGH SCHOOL,1058,50.34,21.02,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,2866,FAIRMOUNT ELEMENTARY SCHOOL,630,34.84,18.08,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,2946,FITZMORRIS ELEMENTARY SCHOOL,338,17.72,19.07,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,2963,FALCON BLUFFS MIDDLE SCHOOL,635,34.34,18.49,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,3025,FOOTHILLS ELEMENTARY SCHOOL,326,20.33,16.03,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,3088,FOSTER ELEMENTARY SCHOOL,541,28.27,19.14,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,3201,FREE HORIZON MONTESSORI CHARTER SCHOOL,399,21.62,18.46,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,3216,FREMONT ELEMENTARY SCHOOL,318,18.71,17.00,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,3250,NORMA ANDERSON PRESCHOOL,122,0.83,146.32,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,3393,GOLDEN VIEW CLASSICAL ACADEMY,496,27.25,18.20,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,3450,GLENNON HEIGHTS ELEMENTARY SCHOOL,230,16.24,14.16,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,3502,GOLDEN HIGH SCHOOL,1250,61.58,20.30,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,3536,GOVERNOR'S RANCH ELEMENTARY SCHOOL,429,23.50,18.26,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,3622,GREEN GABLES ELEMENTARY SCHOOL,300,17.13,17.51,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,3624,GREEN MOUNTAIN ELEMENTARY SCHOOL,481,25.58,18.80,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,3628,GREEN MOUNTAIN HIGH SCHOOL,1126,59.00,19.09,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,3726,HACKBERRY HILL ELEMENTARY SCHOOL,501,25.22,19.86,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,4190,HUTCHINSON ELEMENTARY SCHOOL,392,23.50,16.68,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,4402,JEFFERSON ACADEMY ELEMENTARY,697,39.31,17.73,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,4404,JEFFERSON ACADEMY,897,27.72,32.36,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,4408,JEFFCO'S 21ST CENTURY VIRTUAL ACADEMY,313,22.22,14.09,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,4410,JEFFERSON ACADEMY HIGH SCHOOL,414,19.81,20.90,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,4411,JEFFCO'S 21ST CENTURY VIRTUAL ACADEMY K-6,34,4.45,7.64,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,4422,JEFFERSON JUNIOR/SENIOR HIGH SCHOOL,731,57.33,12.75,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,4478,SHERIDAN GREEN ELEMENTARY SCHOOL,443,21.98,20.16,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,4548,KEN CARYL MIDDLE SCHOOL,654,34.17,19.14,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,4549,KENDALLVUE ELEMENTARY SCHOOL,493,25.38,19.42,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,4550,KENDRICK LAKES ELEMENTARY SCHOOL,474,25.45,18.62,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,4798,CONNECTIONS LEARNING CENTER ON THE EARLE JOHNSON CAMPUS,38,9.00,4.22,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,4802,KULLERSTRAND ELEMENTARY SCHOOL,223,15.77,14.14,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,4830,KYFFIN ELEMENTARY SCHOOL,492,28.27,17.41,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,4942,LAKEWOOD HIGH SCHOOL,2099,103.17,20.35,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,5004,LASLEY ELEMENTARY SCHOOL,472,29.20,16.16,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,5024,LAWRENCE ELEMENTARY SCHOOL,353,21.72,16.25,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,5036,LEAWOOD ELEMENTARY SCHOOL,432,23.09,18.71,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,5145,LINCOLN CHARTER ACADEMY,694,36.00,19.28,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,5222,LITTLE ELEMENTARY SCHOOL,364,23.25,15.66,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,5350,LUKAS ELEMENTARY SCHOOL,519,28.26,18.36,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,5354,LUMBERG ELEMENTARY SCHOOL,496,30.33,16.35,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,5415,ROCKY MOUNTAIN DEAF SCHOOL,69,15.50,4.45,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,5454,MANDALAY MIDDLE SCHOOL,426,21.99,19.37,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,5472,MANNING OPTIONS SCHOOL,447,21.15,21.13,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,5524,MAPLE GROVE ELEMENTARY SCHOOL,370,19.77,18.72,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,5580,MARSHDALE ELEMENTARY SCHOOL,288,16.70,17.25,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,5623,LONGVIEW HIGH SCHOOL,58,4.50,12.89,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,5758,MEIKLEJOHN ELEMENTARY,777,37.40,20.78,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,5892,MILLER SPECIAL EDUCATION,94,18.00,5.22,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,5944,MITCHELL ELEMENTARY SCHOOL,538,28.36,18.97,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,5972,MOLHOLM ELEMENTARY SCHOOL,526,30.33,17.34,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,5994,MONTESSORI PEAKS CHARTER ACADEMY,557,23.15,24.06,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,6090,MOORE MIDDLE SCHOOL,421,23.10,18.23,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,6133,MORTENSEN ELEMENTARY SCHOOL,481,26.58,18.10,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,6135,MOUNT CARBON ELEMENTARY SCHOOL,471,18.20,25.88,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,6139,MOUNTAIN PHOENIX COMMUNITY SCHOOL,616,26.58,23.18,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,6237,NEW AMERICA SCHOOL,290,9.33,31.07,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,6286,NORMANDY ELEMENTARY SCHOOL,565,30.00,18.83,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,6330,NORTH ARVADA MIDDLE SCHOOL,443,28.04,15.80,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,6470,OBERON JUNIOR HIGH SCHOOL,582,28.65,20.31,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,6539,JEFFERSON COUNTY OPEN ELEMENTARY SCHOOL,223,12.75,17.49,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,6541,JEFFERSON COUNTY OPEN SECONDARY,319,22.00,14.50,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,6804,PARMALEE ELEMENTARY SCHOOL,265,13.70,19.34,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,6806,PARR ELEMENTARY SCHOOL,363,19.25,18.86,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,6808,PATTERSON INTERNATIONAL SCHOOL,482,23.50,20.51,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,6828,PECK ELEMENTARY SCHOOL,338,19.06,17.74,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,6844,PEIFFER ELEMENTARY SCHOOL,410,22.88,17.92,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,6848,PENNINGTON ELEMENTARY SCHOOL,199,16.27,12.23,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,7078,PLEASANT VIEW ELEMENTARY SCHOOL,294,17.02,17.28,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,7114,POMONA HIGH SCHOOL,1499,77.59,19.32,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,7128,POWDERHORN ELEMENTARY SCHOOL,636,34.10,18.65,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,7190,PROSPECT VALLEY ELEMENTARY SCHOOL,493,24.77,19.91,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,7238,RALSTON ELEMENTARY SCHOOL,358,22.06,16.23,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,7239,RALSTON VALLEY SENIOR HIGH SCHOOL,1828,88.22,20.72,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,7282,RED ROCKS ELEMENTARY SCHOOL,325,15.63,20.79,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,7462,ROCKY MOUNTAIN ACADEMY OF EVERGREEN,429,24.80,17.30,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,7483,ROONEY RANCH ELEMENTARY SCHOOL,539,29.50,18.27,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,7529,RYAN ELEMENTARY SCHOOL,471,27.16,17.34,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,7701,COLLEGIATE ACADEMY OF COLORADO,354,27.61,12.82,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,7708,SECREST ELEMENTARY SCHOOL,400,20.19,19.81,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,7753,SEMPER ELEMENTARY SCHOOL,421,24.76,17.00,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,7780,SHAFFER ELEMENTARY SCHOOL,535,25.92,20.64,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,7833,SHELTON ELEMENTARY SCHOOL,444,27.56,16.11,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,7870,SIERRA ELEMENTARY SCHOOL,545,28.81,18.92,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,7962,SLATER ELEMENTARY SCHOOL,333,22.66,14.70,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,8036,SOBESKY ACADEMY,62,14.00,4.43,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,8090,DEANE ELEMENTARY SCHOOL,483,28.70,16.83,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,8102,SOUTH LAKEWOOD ELEMENTARY SCHOOL,519,30.24,17.16,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,8209,STANDLEY LAKE HIGH SCHOOL,1317,66.31,19.86,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,8223,STEVENS ELEMENTARY SCHOOL,476,30.33,15.69,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,8248,STEIN ELEMENTARY SCHOOL,712,38.20,18.64,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,8276,STOBER ELEMENTARY SCHOOL,321,19.46,16.50,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,8280,STONY CREEK ELEMENTARY SCHOOL,476,21.98,21.66,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,8300,STOTT ELEMENTARY SCHOOL,358,18.25,19.62,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,8381,SUMMIT RIDGE MIDDLE SCHOOL,798,40.69,19.61,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,8432,SWANSON ELEMENTARY SCHOOL,406,29.72,13.66,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,8458,JOHN AND KAREN LITZ PRESCHOOL,76,0.25,304.00,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,8793,TWO ROADS CHARTER SCHOOL,626,28.62,21.87,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,8834,THOMSON ELEMENTARY SCHOOL,428,28.22,15.17,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,9008,UTE MEADOWS ELEMENTARY SCHOOL,441,25.33,17.41,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,9052,VAN ARSDALE ELEMENTARY SCHOOL,518,25.55,20.28,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,9058,VANDERHOOF ELEMENTARY SCHOOL,460,25.71,17.89,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,9154,VIVIAN ELEMENTARY SCHOOL,210,16.25,12.92,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,9232,WARDER ELEMENTARY SCHOOL,423,20.58,20.55,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,9234,WARREN TECH CENTRAL,39,41.50,0.94,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,9245,WARREN TECH NORTH,12,10.00,1.20,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,9299,WAYNE CARLE MIDDLE SCHOOL,402,24.33,16.52,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,9328,WEBER ELEMENTARY SCHOOL,479,27.75,17.26,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,9342,WELCHESTER ELEMENTARY SCHOOL,296,19.15,15.45,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,9412,WESTGATE ELEMENTARY SCHOOL,575,34.64,16.60,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,9424,WEST JEFFERSON ELEMENTARY SCHOOL,400,19.28,20.74,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,9427,WOODROW WILSON CHARTER ACADEMY,883,30.07,29.37,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,9428,WEST JEFFERSON MIDDLE SCHOOL,552,28.00,19.71,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,9429,WEST WOODS ELEMENTARY SCHOOL,740,36.71,20.16,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,9432,DENNISON ELEMENTARY SCHOOL,625,30.00,20.83,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,9490,WESTRIDGE ELEMENTARY SCHOOL,501,28.70,17.46,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,9510,WHEAT RIDGE HIGH SCHOOL,1309,68.50,19.11,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,9638,WILMORE DAVIS ELEMENTARY SCHOOL,349,19.60,17.80,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,9648,WILMOT ELEMENTARY SCHOOL,397,17.53,22.64,,,,,,,,,,,,,
30,JEFFERSON,1420,JEFFERSON COUNTY R-1,9678,WITT ELEMENTARY SCHOOL,377,20.10,18.76,,,,,,,,,,,,,
31,KIOWA,1430,EADS RE-1,2328,EADS ELEMENTARY SCHOOL,84,7.62,11.03,,,,,,,,,,,,,
31,KIOWA,1430,EADS RE-1,2332,EADS MIDDLE SCHOOL,41,3.38,12.14,,,,,,,,,,,,,
31,KIOWA,1430,EADS RE-1,2336,EADS HIGH SCHOOL,46,7.08,6.49,,,,,,,,,,,,,
31,KIOWA,1440,PLAINVIEW RE-2,6992,PLAINVIEW ELEMENTARY SCHOOL,34,5.09,6.68,,,,,,,,,,,,,
31,KIOWA,1440,PLAINVIEW RE-2,7009,PLAINVIEW JUNIOR-SENIOR HIGH SCHOOL,28,5.34,5.25,,,,,,,,,,,,,
32,KIT CARSON,1450,ARRIBA-FLAGLER C-20,2960,FLAGLER PUBLIC SCHOOL,184,17.17,10.72,,,,,,,,,,,,,
32,KIT CARSON,1460,HI-PLAINS R-23,7746,HI-PLAINS SCHOOL DISTRICT R-23,123,16.87,7.29,,,,,,,,,,,,,
32,KIT CARSON,1480,STRATTON R-4,8342,STRATTON ELEMENTARY SCHOOL,139,9.55,14.55,,,,,,,,,,,,,
32,KIT CARSON,1480,STRATTON R-4,8351,STRATTON MIDDLE SCHOOL,29,3.38,8.57,,,,,,,,,,,,,
32,KIT CARSON,1480,STRATTON R-4,8354,STRATTON SENIOR HIGH SCHOOL,49,5.96,8.22,,,,,,,,,,,,,
32,KIT CARSON,1490,BETHUNE R-5,0842,BETHUNE PUBLIC SCHOOLS,113,14.28,7.91,,,,,,,,,,,,,
32,KIT CARSON,1500,BURLINGTON RE-6J,1144,BURLINGTON ELEMENTARY SCHOOL,349,20.00,17.45,,,,,,,,,,,,,
32,KIT CARSON,1500,BURLINGTON RE-6J,1150,BURLINGTON MIDDLE SCHOOL,195,14.50,13.45,,,,,,,,,,,,,
32,KIT CARSON,1500,BURLINGTON RE-6J,1152,BURLINGTON HIGH SCHOOL,234,16.30,14.36,,,,,,,,,,,,,
33,LAKE,1510,LAKE COUNTY R-1,4901,LAKE COUNTY INTERMEDIATE SCHOOL,296,17.94,16.50,,,,,,,,,,,,,
33,LAKE,1510,LAKE COUNTY R-1,4904,LAKE COUNTY HIGH SCHOOL,441,29.24,15.08,,,,,,,,,,,,,
33,LAKE,1510,LAKE COUNTY R-1,8804,PITTS ELEMENTARY SCHOOL,106,0.97,109.55,,,,,,,,,,,,,
33,LAKE,1510,LAKE COUNTY R-1,9486,WESTPARK ELEMENTARY SCHOOL,231,14.69,15.72,,,,,,,,,,,,,
34,LA PLATA,1520,DURANGO 9-R,0225,ANIMAS VALLEY ELEMENTARY SCHOOL,291,18.02,16.15,,,,,,,,,,,,,
34,LA PLATA,1520,DURANGO 9-R,2097,DISTRICT 9-R SHARED SCHOOL,201,1.00,201.00,,,,,,,,,,,,,
34,LA PLATA,1520,DURANGO 9-R,2318,DURANGO HIGH SCHOOL,1030,62.15,16.57,,,,,,,,,,,,,
34,LA PLATA,1520,DURANGO 9-R,3012,FLORIDA MESA ELEMENTARY SCHOOL,350,26.11,13.40,,,,,,,,,,,,,
34,LA PLATA,1520,DURANGO 9-R,3050,FORT LEWIS MESA ELEMENTARY SCHOOL,153,11.75,13.02,,,,,,,,,,,,,
34,LA PLATA,1520,DURANGO 9-R,3571,DURANGO BIG PICTURE HIGH SCHOOL,91,7.01,12.98,,,,,,,,,,,,,
34,LA PLATA,1520,DURANGO 9-R,5888,MILLER MIDDLE SCHOOL,458,28.07,16.32,,,,,,,,,,,,,
34,LA PLATA,1520,DURANGO 9-R,6222,NEEDHAM ELEMENTARY SCHOOL,472,28.30,16.68,,,,,,,,,,,,,
34,LA PLATA,1520,DURANGO 9-R,6738,PARK ELEMENTARY SCHOOL,483,32.83,14.71,,,,,,,,,,,,,
34,LA PLATA,1520,DURANGO 9-R,7402,RIVERVIEW ELEMENTARY SCHOOL,489,31.42,15.56,,,,,,,,,,,,,
34,LA PLATA,1520,DURANGO 9-R,7994,ESCALANTE MIDDLE SCHOOL,481,30.99,15.52,,,,,,,,,,,,,
34,LA PLATA,1520,DURANGO 9-R,8388,SUNNYSIDE ELEMENTARY SCHOOL,171,12.24,13.97,,,,,,,,,,,,,
34,LA PLATA,1530,BAYFIELD 10 JT-R,0632,BAYFIELD ELEMENTARY SCHOOL,686,46.85,14.64,,,,,,,,,,,,,
34,LA PLATA,1530,BAYFIELD 10 JT-R,0636,BAYFIELD MIDDLE SCHOOL,308,20.00,15.40,,,,,,,,,,,,,
34,LA PLATA,1530,BAYFIELD 10 JT-R,0640,BAYFIELD HIGH SCHOOL,363,27.00,13.44,,,,,,,,,,,,,
34,LA PLATA,1540,IGNACIO 11 JT,4252,IGNACIO ELEMENTARY SCHOOL,402,28.34,14.19,,,,,,,,,,,,,
34,LA PLATA,1540,IGNACIO 11 JT,4254,IGNACIO MIDDLE SCHOOL,206,16.55,12.45,,,,,,,,,,,,,
34,LA PLATA,1540,IGNACIO 11 JT,4258,IGNACIO HIGH SCHOOL,249,21.41,11.63,,,,,,,,,,,,,
35,LARIMER,1550,POUDRE R-1,0146,RIDGEVIEW CLASSICAL CHARTER SCHOOLS,789,50.04,15.77,,,,,,,,,,,,,
35,LARIMER,1550,POUDRE R-1,0477,ZACH ELEMENTARY SCHOOL,638,36.00,17.72,,,,,,,,,,,,,
35,LARIMER,1550,POUDRE R-1,0490,BACON ELEMENTARY SCHOOL,566,33.25,17.02,,,,,,,,,,,,,
35,LARIMER,1550,POUDRE R-1,0498,BETHKE ELEMENTARY SCHOOL,590,33.95,17.38,,,,,,,,,,,,,
35,LARIMER,1550,POUDRE R-1,0612,BAUDER ELEMENTARY SCHOOL,553,38.65,14.31,,,,,,,,,,,,,
35,LARIMER,1550,POUDRE R-1,0678,BEATTIE ELEMENTARY SCHOOL,378,20.75,18.22,,,,,,,,,,,,,
35,LARIMER,1550,POUDRE R-1,0766,BENNETT ELEMENTARY SCHOOL,494,29.20,16.92,,,,,,,,,,,,,
35,LARIMER,1550,POUDRE R-1,0892,BLEVINS MIDDLE SCHOOL,598,35.78,16.71,,,,,,,,,,,,,
35,LARIMER,1550,POUDRE R-1,0898,BOLTZ MIDDLE SCHOOL,580,40.83,14.21,,,,,,,,,,,,,
35,LARIMER,1550,POUDRE R-1,1186,CACHE LA POUDRE ELEMENTARY SCHOOL,336,20.32,16.53,,,,,,,,,,,,,
35,LARIMER,1550,POUDRE R-1,1190,CACHE LA POUDRE MIDDLE SCHOOL,324,20.79,15.58,,,,,,,,,,,,,
35,LARIMER,1550,POUDRE R-1,2298,DUNN ELEMENTARY SCHOOL,410,25.10,16.33,,,,,,,,,,,,,
35,LARIMER,1550,POUDRE R-1,3046,FORT COLLINS HIGH SCHOOL,1638,90.41,18.12,,,,,,,,,,,,,
35,LARIMER,1550,POUDRE R-1,3105,FOSSIL RIDGE HIGH SCHOOL,1979,102.30,19.35,,,,,,,,,,,,,
35,LARIMER,1550,POUDRE R-1,3242,FORT COLLINS MONTESSORI SCHOOL,83,4.23,19.60,,,,,,,,,,,,,
