County Name,Organization Code,Organization Name,All Students Final Grad Base,All Students Graduates Total,All Students Graduation Rate,All Students Completers Total,All Students Completion Rate,Female Final Grad Base,Females Graduates Total,Female Graduation Rate,Female Completers Total,Female Completion Rate,Male Final Grad Base, Male Graduates Total,Male Graduation Rate,Male Completers Total,Male Completion Rate,American Indian or Alaska Native Final Grad Base,American Indian or Alaska Native Graduates,American Indian or Alaska Native Graduation Rate,American Indian or Alaska Native Completers Total,American Indian or Alaska Native Completion Rate,American Indian or Alaska Native Female Final Grad Base,American Indian or Alaska Native Female Graduates,American Indian or Alaska Native Female Native Graduation Rate,American Indian or Alaska Native Female Completers Total,American Indian or Alaska Native Female Completion Rate,American Indian or Alaska Native Male Final Grad Base,American Indian or Alaska Native Male Graduates,American Indian or Alaska Native Male Graduation Rate,American Indian or Alaska Native Male Completers Total,American Indian or Alaska Native Male Completion Rate,Asian Final Grad Base,Asian Graduates,Asian Graduation Rate,Asian Completers Total,Asian Completion Rate,Asian Female Final Grad Base,Asian Female Graduates,Asian Female Graduation Rate,Asian Female Completers Total,Asian Female Completion Rate,Asian Male Final Grad Base,Asian Male Graduates,Asian Male Graduation Rate,Asian Male Completers Total,Asian Male Completion Rate,Black or African American Final Grad Base,Black or African American Graduates,Black or African American Graduation Rate,Black or African American Completers Total,Black or African American Completion Rate,Black or African American Female Final Grad Base,Black or African American Female Graduates,Black or African American Female Graduation Rate,Black or African American Female Completers Total,Black or African American Female Completion Rate,Black or African American Male Final Grad Base,Black or African American Male Graduates,Black or African American Male Graduation Rate,Black or African American Male Completers Total,Black or African American Male Completion Rate,Hispanic or Latino Final Grad Base,Hispanic or Latino Graduates,Hispanic or Latino Graduation Rate,Hispanic or Latino Completers Total,Hispanic or Latino Completion Rate,Hispanic or Latino Female Final Grad Base,Hispanic or Latino Female Graduates,Hispanic or Latino Female Graduation Rate,Hispanic or Latino Female Completers Total,Hispanic or Latino Female Completion Rate,Hispanic or Latino Male Final Grad Base,Hispanic or Latino Male Graduates,Hispanic or Latino Male Graduation Rate,Hispanic or Latino Male Completers Total,Hispanic or Latino Male Completion Rate,White Final Grad Base,White Graduates,White Graduation Rate,White Completers Total,White Completion Rate,White Female Final Grad Base,White Female Graduates,White Female Graduation Rate,White Female Completers Total,White Female Completion Rate,White Male Final Grad Base,White Male Graduates,White Male Graduation Rate,White Male Completers Total,White Male Completion Rate,Native Hawaiian or Other Pacific Islander Grad Base,Native Hawaiian or Other Pacific Islander Graduates,Native Hawaiian or Other Pacific Islander Graduation Rate,Native Hawaiian or Other Pacific Islander Completers Total,Native Hawaiian or Other Pacific Islander Completion Rate,Native Hawaiian or Other Pacific Islander Female Grad Base,Native Hawaiian or Other Pacific Islander Female Graduates,Native Hawaiian or Other Pacific Islander Female Graduation Rate,Native Hawaiian or Other Pacific Islander Female Completers Total,Native Hawaiian or Other Pacific Islander Female Completion Rate,Native Hawaiian or Other Pacific Islander Male Grad Base,Native Hawaiian or Other Pacific Islander Male Graduates,Native Hawaiian or Other Pacific Islander Male Graduation Rate,Native Hawaiian or Other Pacific Islander Male Completers Total,Native Hawaiian or Other Pacific Islander Male Completion Rate,Two or More Races Final Grad Base,Two or More Races Graduates,Two or More Races Graduation Rate,Two or More Races Completers Total,Two or More Races Completion Rate,Two or More Races Female Final Grad Base,Two or More Races Female Graduates,Two or More Races Female Graduation Rate,Two or More Races Female Completers Total,Two or More Races Female Completion Rate,Two or More Races Male Final Grad Base,Two or More Races Male Graduates,Two or More Races Male Graduation Rate,Two or More Races Male Completers Total,Two or More Races Male Completion Rate
WELD,3090,WELD COUNTY SCHOOL DISTRICT RE-3J,139,113,81.3%,119,85.6%,72,66,91.7%,66,91.7%,67,47,70.1%,53,79.1%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,48,36,75.0%,39,81.3%,23,21,91.3%,21,91.3%,25,15,60.0%,18,72.0%,90,76,84.4%,79,87.8%,48,44,91.7%,44,91.7%,42,32,76.2%,35,83.3%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,1,1,100.0%,1,100.0%,1,1,100.0%,1,100.0%,0,0,0.0%,0,0.0%
WELD,3100,WINDSOR RE-4,301,269,89.4%,279,92.7%,147,135,91.8%,140,95.2%,154,134,87.0%,139,90.3%,2,2,100.0%,2,100.0%,2,2,100.0%,2,100.0%,0,0,0.0%,0,0.0%,1,1,100.0%,1,100.0%,1,1,100.0%,1,100.0%,0,0,0.0%,0,0.0%,1,1,100.0%,1,100.0%,1,1,100.0%,1,100.0%,0,0,0.0%,0,0.0%,37,31,83.8%,32,86.5%,20,17,85.0%,18,90.0%,17,14,82.4%,14,82.4%,246,220,89.4%,229,93.1%,117,108,92.3%,112,95.7%,129,112,86.8%,117,90.7%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,14,14,100.0%,14,100.0%,6,6,100.0%,6,100.0%,8,8,100.0%,8,100.0%
WELD,3110,JOHNSTOWN-MILLIKEN RE-5J,200,164,82.0%,167,83.5%,98,86,87.8%,87,88.8%,102,78,76.5%,80,78.4%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,1,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,1,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,72,59,81.9%,59,81.9%,33,28,84.8%,28,84.8%,39,31,79.5%,31,79.5%,123,103,83.7%,105,85.4%,62,56,90.3%,57,91.9%,61,47,77.0%,48,78.7%,1,1,100.0%,1,100.0%,1,1,100.0%,1,100.0%,0,0,0.0%,0,0.0%,3,1,33.3%,2,66.7%,2,1,50.0%,1,50.0%,1,0,0.0%,1,100.0%
WELD,3120,GREELEY 6,"1,443","1,109",76.9%,"1,134",78.6%,715,583,81.5%,593,82.9%,728,526,72.3%,541,74.3%,10,7,70.0%,7,70.0%,6,3,50.0%,3,50.0%,4,4,100.0%,4,100.0%,29,25,86.2%,25,86.2%,14,13,92.9%,13,92.9%,15,12,80.0%,12,80.0%,32,24,75.0%,24,75.0%,20,17,85.0%,17,85.0%,12,7,58.3%,7,58.3%,794,594,74.8%,606,76.3%,410,329,80.2%,336,82.0%,384,265,69.0%,270,70.3%,553,438,79.2%,451,81.6%,254,210,82.7%,213,83.9%,299,228,76.3%,238,79.6%,4,3,75.0%,3,75.0%,3,3,100.0%,3,100.0%,1,0,0.0%,0,0.0%,21,18,85.7%,18,85.7%,8,8,100.0%,8,100.0%,13,10,76.9%,10,76.9%
WELD,3130,PLATTE VALLEY RE-7,91,86,94.5%,86,94.5%,45,44,97.8%,44,97.8%,46,42,91.3%,42,91.3%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,26,25,96.2%,25,96.2%,16,16,100.0%,16,100.0%,10,9,90.0%,9,90.0%,65,61,93.8%,61,93.8%,29,28,96.6%,28,96.6%,36,33,91.7%,33,91.7%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%
WELD,3140,WELD COUNTY S/D RE-8,149,119,79.9%,119,79.9%,71,56,78.9%,56,78.9%,78,63,80.8%,63,80.8%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,101,81,80.2%,81,80.2%,46,34,73.9%,34,73.9%,55,47,85.5%,47,85.5%,45,37,82.2%,37,82.2%,24,22,91.7%,22,91.7%,21,15,71.4%,15,71.4%,1,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,1,0,0.0%,0,0.0%,2,1,50.0%,1,50.0%,1,0,0.0%,0,0.0%,1,1,100.0%,1,100.0%
WELD,3145,AULT-HIGHLAND RE-9,49,42,85.7%,42,85.7%,24,23,95.8%,23,95.8%,25,19,76.0%,19,76.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,1,1,100.0%,1,100.0%,0,0,0.0%,0,0.0%,1,1,100.0%,1,100.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,17,12,70.6%,12,70.6%,8,7,87.5%,7,87.5%,9,5,55.6%,5,55.6%,29,27,93.1%,27,93.1%,15,15,100.0%,15,100.0%,14,12,85.7%,12,85.7%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,2,2,100.0%,2,100.0%,1,1,100.0%,1,100.0%,1,1,100.0%,1,100.0%
WELD,3146,BRIGGSDALE RE-10,13,12,92.3%,13,100.0%,10,9,90.0%,10,100.0%,3,3,100.0%,3,100.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,1,1,100.0%,1,100.0%,1,1,100.0%,1,100.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,1,1,100.0%,1,100.0%,1,1,100.0%,1,100.0%,0,0,0.0%,0,0.0%,11,10,90.9%,11,100.0%,8,7,87.5%,8,100.0%,3,3,100.0%,3,100.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%
WELD,3147,PRAIRIE RE-11,14,14,100.0%,14,100.0%,7,7,100.0%,7,100.0%,7,7,100.0%,7,100.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,1,1,100.0%,1,100.0%,0,0,0.0%,0,0.0%,1,1,100.0%,1,100.0%,1,1,100.0%,1,100.0%,0,0,0.0%,0,0.0%,1,1,100.0%,1,100.0%,12,12,100.0%,12,100.0%,7,7,100.0%,7,100.0%,5,5,100.0%,5,100.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%
WELD,3148,PAWNEE RE-12,9,9,100.0%,9,100.0%,3,3,100.0%,3,100.0%,6,6,100.0%,6,100.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,1,1,100.0%,1,100.0%,0,0,0.0%,0,0.0%,1,1,100.0%,1,100.0%,8,8,100.0%,8,100.0%,3,3,100.0%,3,100.0%,5,5,100.0%,5,100.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%
YUMA,3200,YUMA 1,59,52,88.1%,52,88.1%,33,32,97.0%,32,97.0%,26,20,76.9%,20,76.9%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,1,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,1,0,0.0%,0,0.0%,23,19,82.6%,19,82.6%,13,12,92.3%,12,92.3%,10,7,70.0%,7,70.0%,35,33,94.3%,33,94.3%,20,20,100.0%,20,100.0%,15,13,86.7%,13,86.7%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%
YUMA,3210,WRAY RD-2,51,42,82.4%,42,82.4%,25,20,80.0%,20,80.0%,26,22,84.6%,22,84.6%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,13,10,76.9%,10,76.9%,5,4,80.0%,4,80.0%,8,6,75.0%,6,75.0%,38,32,84.2%,32,84.2%,20,16,80.0%,16,80.0%,18,16,88.9%,16,88.9%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%
YUMA,3220,IDALIA RJ-3,7,6,85.7%,6,85.7%,2,2,100.0%,2,100.0%,5,4,80.0%,4,80.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,1,1,100.0%,1,100.0%,1,1,100.0%,1,100.0%,0,0,0.0%,0,0.0%,6,5,83.3%,5,83.3%,1,1,100.0%,1,100.0%,5,4,80.0%,4,80.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%
YUMA,3230,LIBERTY J-4,2,2,100.0%,2,100.0%,0,0,0.0%,0,0.0%,2,2,100.0%,2,100.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,2,2,100.0%,2,100.0%,0,0,0.0%,0,0.0%,2,2,100.0%,2,100.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%
NONE,8001,CHARTER SCHOOL INSTITUTE,"1,235",524,42.4%,545,44.1%,644,280,43.5%,293,45.5%,591,244,41.3%,252,42.6%,4,1,25.0%,1,25.0%,3,1,33.3%,1,33.3%,1,0,0.0%,0,0.0%,38,16,42.1%,17,44.7%,21,11,52.4%,12,57.1%,17,5,29.4%,5,29.4%,63,26,41.3%,26,41.3%,29,13,44.8%,13,44.8%,34,13,38.2%,13,38.2%,547,173,31.6%,180,32.9%,281,99,35.2%,103,36.7%,266,74,27.8%,77,28.9%,560,299,53.4%,312,55.7%,297,148,49.8%,156,52.5%,263,151,57.4%,156,59.3%,2,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,2,0,0.0%,0,0.0%,21,9,42.9%,9,42.9%,13,8,61.5%,8,61.5%,8,1,12.5%,1,12.5%
NONE,9000,COLORADO SCHOOL FOR THE DEAF AND BLIND,20,2,10.0%,2,10.0%,9,1,11.1%,1,11.1%,11,1,9.1%,1,9.1%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,3,1,33.3%,1,33.3%,1,0,0.0%,0,0.0%,2,1,50.0%,1,50.0%,2,0,0.0%,0,0.0%,1,0,0.0%,0,0.0%,1,0,0.0%,0,0.0%,8,1,12.5%,1,12.5%,4,1,25.0%,1,25.0%,4,0,0.0%,0,0.0%,6,0,0.0%,0,0.0%,2,0,0.0%,0,0.0%,4,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,1,0,0.0%,0,0.0%,1,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%
COLORADO BOCS,9030,MOUNTAIN BOCES,60,38,63.3%,40,66.7%,35,23,65.7%,25,71.4%,25,15,60.0%,15,60.0%,1,1,100.0%,1,100.0%,1,1,100.0%,1,100.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,23,14,60.9%,15,65.2%,15,9,60.0%,10,66.7%,8,5,62.5%,5,62.5%,36,23,63.9%,24,66.7%,19,13,68.4%,14,73.7%,17,10,58.8%,10,58.8%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%
COLORADO BOCS,9035,CENTENNIAL BOCES,131,54,41.2%,57,43.5%,52,21,40.4%,22,42.3%,79,33,41.8%,35,44.3%,1,1,100.0%,1,100.0%,0,0,0.0%,0,0.0%,1,1,100.0%,1,100.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,59,23,39.0%,23,39.0%,27,11,40.7%,11,40.7%,32,12,37.5%,12,37.5%,70,30,42.9%,33,47.1%,24,10,41.7%,11,45.8%,46,20,43.5%,22,47.8%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,1,0,0.0%,0,0.0%,1,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%
COLORADO BOCS,9050,SAN JUAN BOCES,24,8,33.3%,14,58.3%,14,5,35.7%,7,50.0%,10,3,30.0%,7,70.0%,1,0,0.0%,0,0.0%,1,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,3,0,0.0%,1,33.3%,2,0,0.0%,0,0.0%,1,0,0.0%,1,100.0%,18,7,38.9%,12,66.7%,10,4,40.0%,6,60.0%,8,3,37.5%,6,75.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,2,1,50.0%,1,50.0%,1,1,100.0%,1,100.0%,1,0,0.0%,0,0.0%
COLORADO BOCS,9130,EXPEDITIONARY BOCES,18,15,83.3%,16,88.9%,7,4,57.1%,5,71.4%,11,11,100.0%,11,100.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,1,1,100.0%,1,100.0%,1,1,100.0%,1,100.0%,0,0,0.0%,0,0.0%,1,1,100.0%,1,100.0%,0,0,0.0%,0,0.0%,1,1,100.0%,1,100.0%,1,0,0.0%,1,100.0%,1,0,0.0%,1,100.0%,0,0,0.0%,0,0.0%,14,12,85.7%,12,85.7%,5,3,60.0%,3,60.0%,9,9,100.0%,9,100.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,1,1,100.0%,1,100.0%,0,0,0.0%,0,0.0%,1,1,100.0%,1,100.0%
COLORADO BOCS,9170,COLORADO DIGITAL BOCES,149,81,54.4%,85,57.0%,82,45,54.9%,46,56.1%,67,36,53.7%,39,58.2%,1,1,100.0%,1,100.0%,1,1,100.0%,1,100.0%,0,0,0.0%,0,0.0%,2,1,50.0%,1,50.0%,1,0,0.0%,0,0.0%,1,1,100.0%,1,100.0%,8,4,50.0%,4,50.0%,6,4,66.7%,4,66.7%,2,0,0.0%,0,0.0%,26,11,42.3%,11,42.3%,13,5,38.5%,5,38.5%,13,6,46.2%,6,46.2%,111,63,56.8%,67,60.4%,60,34,56.7%,35,58.3%,51,29,56.9%,32,62.7%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,0,0,0.0%,0,0.0%,1,1,100.0%,1,100.0%,1,1,100.0%,1,100.0%,0,0,0.0%,0,0.0%
,9999,STATE TOTALS,"61,790","47,784",77.3%,"48,701",78.8%,"30,245","24,553",81.2%,"24,890",82.3%,"31,545","23,231",73.6%,"23,811",75.5%,506,324,64.0%,335,66.2%,254,174,68.5%,175,68.9%,252,150,59.5%,160,63.5%,"1,960","1,726",88.1%,"1,739",88.7%,"1,020",921,90.3%,928,91.0%,940,805,85.6%,811,86.3%,"3,041","2,124",69.8%,"2,157",70.9%,"1,468","1,114",75.9%,"1,122",76.4%,"1,573","1,010",64.2%,"1,035",65.8%,"18,670","12,617",67.6%,"12,820",68.7%,"9,118","6,627",72.7%,"6,700",73.5%,"9,552","5,990",62.7%,"6,120",64.1%,"35,494","29,312",82.6%,"29,935",84.3%,"17,301","14,808",85.6%,"15,042",86.9%,"18,193","14,504",79.7%,"14,893",81.9%,161,120,74.5%,121,75.2%,64,52,81.3%,52,81.3%,97,68,70.1%,69,71.1%,"1,958","1,561",79.7%,"1,594",81.4%,"1,020",857,84.0%,871,85.4%,938,704,75.1%,723,77.1%
